2.007478778340839654e+02,3.369845343156602311e-03,1.795263944155658887e-03,6.986671872079884072e-04
2.008892349568020563e+02,3.052821565228977605e-03,1.578445311519372299e-03,6.329389152406863974e-04
2.010305920795200336e+02,2.752945543071788626e-03,1.375752229918527194e-03,5.707658729860444436e-04
2.011719492022380109e+02,2.469794507498104721e-03,1.186803608738714547e-03,5.120604080658101463e-04
2.013133063249561019e+02,2.202945689320995673e-03,1.011218357365523818e-03,4.567348681017309431e-04
2.014546634476740792e+02,1.951976319353531265e-03,8.486153851845459808e-04,4.047016007155544346e-04
2.015960205703920565e+02,1.716463628408781928e-03,6.986136015813710362e-04,3.558729535290281669e-04
2.017373776931101474e+02,1.495984847299817230e-03,5.608319159415892010e-04,3.101612741638996320e-04
2.018787348158281247e+02,1.290117206839706951e-03,4.348892376507907461e-04,2.674789102419163761e-04
2.020200919385462157e+02,1.098437937841521090e-03,3.204044760945659967e-04,2.277382093848258912e-04
2.021614490612641930e+02,9.205242711183293227e-04,2.169965406585051154e-04,1.908515192143757236e-04
2.023028061839821703e+02,7.559534374832021890e-04,1.242843407281984816e-04,1.567311873523135550e-04
2.024441633067002613e+02,6.043026677492079534e-04,4.188678568923650202e-05,1.252895614203865249e-04
2.025855204294182386e+02,4.651491927294184583e-04,-3.057721507279110814e-05,9.643898904034265394e-05
2.027268775521362159e+02,3.380702432369021848e-04,-9.348875217229372545e-05,7.009181783392912242e-05
2.028682346748543068e+02,2.226430500847302975e-04,-1.472289162236807265e-04,4.616039542289374081e-05
2.030095917975722841e+02,1.184448440859711286e-04,-1.921787978413626264e-04,2.455706942898373005e-05
2.031509489202902614e+02,2.505285605369585961e-05,-2.287194876397485714e-04,5.194187473946898076e-06
2.032923060430083524e+02,-5.795568319902715367e-05,-2.572320762332488595e-04,-1.201590282046954348e-05
2.034336631657263297e+02,-1.310035428591261469e-04,-2.780976542362721899e-04,-2.716085383251766640e-05
2.035750202884444207e+02,-1.945134921135321883e-04,-2.916973122632293214e-04,-4.032831794045014216e-05
2.037163774111623979e+02,-2.489083001491763968e-04,-2.984121409285295495e-04,-5.160594752251963124e-05
2.038577345338803752e+02,-2.946107361529869844e-04,-2.986232308465830367e-04,-6.108139495697822150e-05
2.039990916565984662e+02,-3.320435693118950092e-04,-2.927116726317986447e-04,-6.884231262207856326e-05
2.041404487793164435e+02,-3.616295688128316104e-04,-2.810585568985878371e-04,-7.497635289607333393e-05
2.042818059020344208e+02,-3.837915038427250000e-04,-2.640449742613579036e-04,-7.957116815721460782e-05
2.044231630247525118e+02,-3.989521435885068595e-04,-2.420520153345198471e-04,-8.271441078375516400e-05
2.045645201474704891e+02,-4.075342572371058888e-04,-2.154607707324841825e-04,-8.449373315394719875e-05
2.047058772701885800e+02,-4.099606139754527392e-04,-1.846523310696598257e-04,-8.499678764604326074e-05
2.048472343929065573e+02,-4.066539829904784417e-04,-1.500077869604570749e-04,-8.431122663829602060e-05
2.049885915156245346e+02,-3.980371334691124008e-04,-1.119082290192841006e-04,-8.252470250895779661e-05
2.051299486383426256e+02,-3.845328345982855934e-04,-7.073474786055099759e-05,-7.972486763628124583e-05
2.052713057610606029e+02,-3.665638555649263939e-04,-2.686843409866925336e-05,-7.599937439851842905e-05
2.054126628837785802e+02,-3.445529655559657792e-04,1.930962165195128792e-05,-7.143587517392204400e-05
2.055540200064966712e+02,-3.189229337583360810e-04,6.741832877690412276e-05,-6.612202234074497816e-05
2.056953771292146484e+02,-2.900965293589529348e-04,1.170765966617699067e-04,-6.014546827723670375e-05
2.058367342519326257e+02,-3.484292648543006353e-04,-4.706090609514305549e-05,-7.223954503166306893e-05
2.059780913746507167e+02,-4.085032760360766480e-04,-1.885314586686155408e-04,-8.469463900263945685e-05
2.061194484973686940e+02,0.000000000000000000e+00,5.512026616036607308e-05,0.000000000000000000e+00
2.062608056200867850e+02,0.000000000000000000e+00,-4.173597176633489411e-05,0.000000000000000000e+00
2.064021627428047623e+02,0.000000000000000000e+00,5.216996470791823986e-05,0.000000000000000000e+00
2.065435198655227396e+02,0.000000000000000000e+00,1.424779725816252736e-04,0.000000000000000000e+00
2.066848769882408305e+02,0.000000000000000000e+00,2.291880518547861326e-04,0.000000000000000000e+00
2.068262341109588078e+02,0.000000000000000000e+00,3.123002025274009929e-04,0.000000000000000000e+00
2.069675912336767851e+02,0.000000000000000000e+00,3.918144245994696108e-04,0.000000000000000000e+00
2.071089483563948761e+02,0.000000000000000000e+00,4.677307180709922301e-04,0.000000000000000000e+00
2.072503054791128534e+02,0.000000000000000000e+00,5.400490829419688507e-04,0.000000000000000000e+00
2.073916626018308307e+02,0.000000000000000000e+00,6.087695192123992018e-04,0.000000000000000000e+00
2.075330197245489217e+02,0.000000000000000000e+00,6.738920268822834458e-04,0.000000000000000000e+00
2.076743768472668989e+02,0.000000000000000000e+00,7.354166059516215829e-04,0.000000000000000000e+00
